full_address,council_area,property_type,development_zone_base,land_size_group,suburb,property_count,lot_size
"26 SUNHILL ROAD, TEMPLESTOWE LOWER",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE LOWER,2,Small
"26 STRELDON AVENUE, STRATHMORE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,STRATHMORE,2,Small
"70 SCOTT STREET, DANDENONG",GREATER DANDENONG,UNIT,Residential Growth Zone,small_area,DANDENONG,2,Small
"45 ELLIOTT AVENUE, BALWYN",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN,2,Small
"54 ANDERSON ROAD, HAWTHORN EAST",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,HAWTHORN EAST,2,Small
"21 ALBANY ROAD, TOORAK",STONNINGTON,UNIT,General Residential Zone,small_area,TOORAK,2,Small
"45 COOPER STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,2,Small
"1205 DANDENONG ROAD, MALVERN EAST",STONNINGTON,UNIT,General Residential Zone,small_area,MALVERN EAST,2,Small
"21 HAMILTON STREET, NIDDRIE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,NIDDRIE,2,Small
"252 HOPE STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Residential Growth Zone,small_area,BRUNSWICK WEST,2,Small
"54 BOYD STREET, DANDENONG NORTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG NORTH,2,Small
"21 HAROLD STREET, ASCOT VALE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ASCOT VALE,2,Small
"21 HARTINGTON STREET, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,2,Small
"8 GLENVIEW ROAD, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,2,Small
"21 HAZEL STREET, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CAMBERWELL,2,Small
"1070 LYGON STREET, CARLTON NORTH",YARRA,UNIT,General Residential Zone,large_area,CARLTON NORTH,2,Small
"45 PENGANA AVENUE, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,2,Small
"121 BALWYN ROAD, BALWYN",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN,2,Small
"21 HOTHAM ROAD, NIDDRIE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,NIDDRIE,2,Small
"251 HIGHFIELD ROAD, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,2,Small
"251 DERBY STREET, PASCOE VALE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,PASCOE VALE,2,Small
"478 SPRINGVALE ROAD, SPRINGVALE SOUTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE SOUTH,2,Small
"1099 DONCASTER ROAD, DONCASTER EAST",MANNINGHAM,UNIT,Residential Growth Zone,small_area,DONCASTER EAST,2,Small
"1 MCCULLOCH STREET, ESSENDON NORTH",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON NORTH,2,Small
"250 THOMPSONS ROAD, TEMPLESTOWE LOWER",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE LOWER,2,Small
"21 INVERLEITH STREET, HAWTHORN",BOROONDARA,UNIT,Commercial 1 Zone,large_area,HAWTHORN,2,Small
"21 HAMILTON STREET, KEW EAST",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW EAST,2,Small
"13 ESSEX ROAD, SURREY HILLS",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,SURREY HILLS,2,Small
"1070 BURKE ROAD, BALWYN NORTH",BOROONDARA,UNIT,General Residential Zone,small_area,BALWYN NORTH,2,Small
"8 GOVAN STREET, FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,FOOTSCRAY,2,Small
"120 ROCHESTER ROAD, BALWYN",BOROONDARA,UNIT,General Residential Zone,small_area,BALWYN,2,Small
"55 KENT ROAD, PASCOE VALE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,PASCOE VALE,2,Small
"714 ORRONG ROAD, TOORAK",STONNINGTON,UNIT,General Residential Zone,small_area,TOORAK,2,Small
"21 FRANCIS STREET, HADFIELD",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,HADFIELD,2,Small
"255 WILLIAMS ROAD, SOUTH YARRA",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,SOUTH YARRA,2,Small
"21 FREEMAN STREET, BALWYN",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN,2,Small
"8 GREGORY STREET, OAK PARK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,OAK PARK,2,Small
"8 GREENHAM STREET, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,small_area,MAIDSTONE,2,Small
"21 GLADSTONE PARADE, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,2,Small
"716 ELGAR ROAD, DONCASTER",MANNINGHAM,HOUSE,Residential Growth Zone,small_area,DONCASTER,2,Small
"254 WATTLETREE ROAD, MALVERN",STONNINGTON,UNIT,General Residential Zone,small_area,MALVERN,2,Small
"120 SUFFOLK STREET, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,small_area,MAIDSTONE,2,Small
"13 ESTELLA STREET, GLEN IRIS",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,GLEN IRIS,2,Small
"253 WILLIAMS ROAD, SOUTH YARRA",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,SOUTH YARRA,2,Small
"1 MAY STREET, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,2,Small
"120 WALPOLE STREET, KEW",BOROONDARA,UNIT,General Residential Zone,medium_area,KEW,2,Small
"55 JONES ROAD, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,2,Small
"8 GALBRAITH CLOSE, STRATHMORE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,STRATHMORE,2,Small
"476 TOORONGA ROAD, HAWTHORN EAST",BOROONDARA,UNIT,Neighbourhood Residential Zone,medium_area,HAWTHORN EAST,2,Small
"256 UNION ROAD, BALWYN",BOROONDARA,UNIT,General Residential Zone,small_area,BALWYN,2,Small
"21 MIDDLE STREET, HADFIELD",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,HADFIELD,2,Small
"21 LESLIE STREET, DONVALE",MANNINGHAM,UNIT,General Residential Zone,small_area,DONVALE,2,Small
"21 LEXTON GROVE, PRAHRAN",STONNINGTON,UNIT,General Residential Zone,small_area,PRAHRAN,2,Small
"21 LOCK STREET, FAWKNER",MERRI-BEK,UNIT,General Residential Zone,small_area,FAWKNER,2,Small
"100 CLAREMONT AVENUE, MALVERN",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,MALVERN,2,Small
"13 DRINA STREET, STRATHMORE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,STRATHMORE,2,Small
"72 ESSEX ROAD, SURREY HILLS",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,SURREY HILLS,2,Small
"72 FARADAY STREET, CARLTON",MELBOURNE,UNIT,General Residential Zone,small_area,CARLTON,2,Small
"55 JACKSON STREET, ST KILDA",PORT PHILLIP,UNIT,General Residential Zone,small_area,ST KILDA,2,Small
"471 HIGH STREET, KEW",BOROONDARA,UNIT,General Residential Zone,small_area,KEW,2,Small
"250 HIGHFIELD ROAD, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,2,Small
"45 ST CLEMS ROAD, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,2,Small
"21 MONCUR AVENUE, SPRINGVALE",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE,2,Small
"54 CORHAMPTON ROAD, BALWYN NORTH",BOROONDARA,HOUSE,Neighbourhood Residential Zone,medium_area,BALWYN NORTH,2,Small
"13 DIXON STREET, MALVERN",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,MALVERN,2,Small
"13 DIGHT AVENUE, BALWYN NORTH",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN NORTH,2,Small
"25 SHEPRETH AVENUE, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,2,Small
"21 NAMUR STREET, KEW EAST",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW EAST,2,Small
"21 NARRAK ROAD, BALWYN",BOROONDARA,UNIT,General Residential Zone,medium_area,BALWYN,2,Small
"1073 DONCASTER ROAD, DONCASTER EAST",MANNINGHAM,UNIT,Residential Growth Zone,small_area,DONCASTER EAST,2,Small
"21 LAWN ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,2,Small
"25 WALLACE CRESCENT, STRATHMORE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,STRATHMORE,2,Small
"100 CHANDLER ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,2,Small
"21 JASPER STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,2,Small
"21 JERVIS STREET, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,2,Small
"121 BRIGHTON ROAD, ELWOOD",PORT PHILLIP,UNIT,General Residential Zone,small_area,ELWOOD,2,Small
"21 JONES STREET, BRUNSWICK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK,2,Small
"72 BEST STREET, FITZROY NORTH",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FITZROY NORTH,2,Small
"21 KALANG ROAD, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,2,Small
"121 DONALD STREET, BRUNSWICK",MERRI-BEK,UNIT,Residential Growth Zone,small_area,BRUNSWICK,2,Small
"25 YERRIN STREET, BALWYN",BOROONDARA,UNIT,General Residential Zone,small_area,BALWYN,2,Small
"72 BROADWAY, ELWOOD",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ELWOOD,2,Small
"21 KANOOKA AVENUE, TEMPLESTOWE LOWER",MANNINGHAM,HOUSE,General Residential Zone,small_area,TEMPLESTOWE LOWER,2,Small
"21 KARDELLA STREET, MALVERN EAST",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,MALVERN EAST,2,Small
"21 KENNY STREET, BALWYN NORTH",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN NORTH,2,Small
"72 CAMPBELL ROAD, HAWTHORN EAST",BOROONDARA,UNIT,General Residential Zone,medium_area,HAWTHORN EAST,2,Small
"475 ST KILDA STREET, ELWOOD",PORT PHILLIP,UNIT,General Residential Zone,small_area,ELWOOD,2,Small
"72 CHARLES STREET, ABBOTSFORD",YARRA,UNIT,General Residential Zone,small_area,ABBOTSFORD,2,Small
"121 EVELL STREET, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,2,Small
"21 KINGSFORD STREET, BRAYBROOK",MARIBYRNONG,UNIT,General Residential Zone,small_area,BRAYBROOK,2,Small
"8 HAMPTON PARADE, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,2,Small
"712 ELGAR ROAD, DONCASTER",MANNINGHAM,UNIT,Residential Growth Zone,small_area,DONCASTER,2,Small
"8 JURANG STREET, BALWYN",BOROONDARA,UNIT,General Residential Zone,small_area,BALWYN,2,Small
"71 MCBRYDE STREET, FAWKNER",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,FAWKNER,2,Small
"45 MARLBOROUGH STREET, FAWKNER",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,FAWKNER,2,Small
"26 CONWAY STREET, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,2,Small
"26 COHUNA STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,medium_area,BRUNSWICK WEST,2,Small
"71 LYNCH ROAD, FAWKNER",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,FAWKNER,2,Small
"48 CARRON STREET, BALWYN NORTH",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN NORTH,2,Small
"26 CLIFTON ROAD, HAWTHORN EAST",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,HAWTHORN EAST,2,Small
"45 MARNE STREET, SOUTH YARRA",MELBOURNE,UNIT,General Residential Zone,medium_area,SOUTH YARRA,2,Small
"8 ILLAWARRA STREET, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,2,Small
"8 HUNTLY STREET, MOONEE PONDS",MOONEE VALLEY,UNIT,General Residential Zone,small_area,MOONEE PONDS,2,Small
"120 HERBERT STREET, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,2,Small
"1 MARLBOROUGH AVENUE, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CAMBERWELL,2,Small
"120 DARLING ROAD, MALVERN EAST",STONNINGTON,UNIT,General Residential Zone,small_area,MALVERN EAST,2,Small
"54 BAYVIEW ROAD, SEDDON",MARIBYRNONG,UNIT,General Residential Zone,small_area,SEDDON,2,Small
"55 LINCOLN DRIVE, BULLEEN",MANNINGHAM,UNIT,General Residential Zone,small_area,BULLEEN,2,Small
"26 BURNETT STREET, ST KILDA",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ST KILDA,2,Small
"21 CARRAMAR AVENUE, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,2,Small
"71 ORLEANS ROAD, AVONDALE HEIGHTS",MOONEE VALLEY,UNIT,General Residential Zone,small_area,AVONDALE HEIGHTS,2,Small
"120 HARP ROAD, KEW",BOROONDARA,UNIT,General Residential Zone,small_area,KEW,2,Small
"26 COOLOONGATTA ROAD, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,2,Small
"26 COOPERS LANE, KENSINGTON",MELBOURNE,UNIT,General Residential Zone,small_area,KENSINGTON,2,Small
"26 CORAL AVENUE, FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,FOOTSCRAY,2,Small
"120 COOPER STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,2,Small
"26 EMPIRE STREET, FOOTSCRAY",MARIBYRNONG,HOUSE,Residential Growth Zone,small_area,FOOTSCRAY,2,Small
"26 EMMA STREET, SEDDON",MARIBYRNONG,UNIT,General Residential Zone,small_area,SEDDON,2,Small
"21 AMERSHAM AVENUE, SPRINGVALE SOUTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE SOUTH,2,Small
"8 JONES ROAD, DANDENONG",GREATER DANDENONG,UNIT,Residential Growth Zone,small_area,DANDENONG,2,Small
"71 HERBERT STREET, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,2,Small
"21 ASHBURN GROVE, ASHBURTON",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,ASHBURTON,2,Small
"21 ASHLEIGH ROAD, ARMADALE",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,ARMADALE,2,Small
"12 YORK STREET, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,2,Small
"13 FURNEW STREET, SPRINGVALE",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE,2,Small
"71 HOLDEN STREET, FITZROY NORTH",YARRA,HOUSE,Neighbourhood Residential Zone,small_area,FITZROY NORTH,2,Small
"26 DRYDEN STREET, CANTERBURY",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CANTERBURY,2,Small
"120 ATHOL ROAD, SPRINGVALE SOUTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE SOUTH,2,Small
"71 KINGSVILLE STREET, KINGSVILLE",MARIBYRNONG,UNIT,General Residential Zone,small_area,KINGSVILLE,2,Small
"21 BEACONSFIELD PARADE, PORT MELBOURNE",PORT PHILLIP,HOUSE,Mixed Use Zone,small_area,PORT MELBOURNE,2,Small
"8 JANICE GROVE, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,2,Small
"21 BELLETT STREET, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CAMBERWELL,2,Small
"21 BIRDWOOD AVENUE, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,2,Small
"26 BRINGA AVENUE, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,medium_area,CAMBERWELL,2,Small
"21 CARTWRIGHT STREET, OAK PARK",MERRI-BEK,UNIT,General Residential Zone,small_area,OAK PARK,2,Small
"120 RIVIERA ROAD, AVONDALE HEIGHTS",MOONEE VALLEY,UNIT,General Residential Zone,small_area,AVONDALE HEIGHTS,2,Small
"13 FENACRE STREET, STRATHMORE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,STRATHMORE,2,Small
"48 AUSTIN CRESCENT, PASCOE VALE",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,PASCOE VALE,2,Small
"26 ACACIA STREET, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,2,Small
"21 EDMOND STREET, SPRINGVALE",GREATER DANDENONG,UNIT,Residential Growth Zone,small_area,SPRINGVALE,2,Small
"48 ASHMORE STREET, BRUNSWICK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK,2,Small
"13 FLOWERVALE ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,large_area,NOBLE PARK,2,Small
"21 ELM GROVE, KEW EAST",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW EAST,2,Small
"71 THROUGH ROAD, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,2,Small
"120 MCCRAE STREET, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,2,Small
"1 MAUDE AVENUE, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,2,Small
"8 HOWARD COURT, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,2,Small
"71 WINFIELD ROAD, BALWYN NORTH",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN NORTH,2,Small
"258 MORELAND ROAD, BRUNSWICK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK,2,Small
"120 MITCHAM ROAD, DONVALE",MANNINGHAM,HOUSE,Residential Growth Zone,small_area,DONVALE,2,Small
"120 MITFORD STREET, ELWOOD",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ELWOOD,2,Small
"11 ACACIA STREET, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,2,Small
"45 OSBORNE AVENUE, GLEN IRIS",STONNINGTON,UNIT,General Residential Zone,small_area,GLEN IRIS,2,Small
"48 AMBRIE CRESCENT, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,2,Small
"21 EVERETT STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK WEST,2,Small
"21 DUNOON STREET, DONCASTER",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER,2,Small
"48 BAKERS ROAD, COBURG NORTH",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG NORTH,2,Small
"21 DONGOLA ROAD, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,2,Small
"120 LOCH ROAD, DANDENONG NORTH",GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,small_area,DANDENONG NORTH,2,Small
"8 HOPE STREET, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CAMBERWELL,2,Small
"21 COHUNA STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK WEST,2,Small
"26 BIRDWOOD AVENUE, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,2,Small
"8 HOPE AVENUE, DONVALE",MANNINGHAM,HOUSE,General Residential Zone,small_area,DONVALE,2,Small
"120 HIGH STREET, DONCASTER",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER,2,Small
"54 BLACKBURN ROAD, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,2,Small
"26 BARUNAH STREET, HADFIELD",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,HADFIELD,2,Small
"48 BEATTY AVENUE, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,2,Small
"26 BALMORAL AVENUE, STRATHMORE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,STRATHMORE,2,Small
"71 ROSE STREET, FITZROY",YARRA,UNIT,Mixed Use Zone,small_area,FITZROY,2,Small
"26 BALLATER STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,2,Small
"8 HIGHBURY GROVE, PRAHRAN",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,PRAHRAN,2,Small
"21 CUMMING STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Residential Growth Zone,medium_area,BRUNSWICK WEST,2,Small
"8 HIGH STREET, WINDSOR",PORT PHILLIP,UNIT,Residential Growth Zone,medium_area,WINDSOR,2,Small
"21 DAVIS STREET, KEW",BOROONDARA,HOUSE,General Residential Zone,small_area,KEW,2,Small
"8 HENRY STREET, WINDSOR",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,WINDSOR,2,Small
"107 WOOD STREET, TEMPLESTOWE",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE,2,Small
"264 BEACONSFIELD PARADE, MIDDLE PARK",PORT PHILLIP,UNIT,General Residential Zone,medium_area,MIDDLE PARK,2,Small
"8 NOLA STREET, DONCASTER",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER,2,Small
"8 ELDRIDGE STREET, FOOTSCRAY",MARIBYRNONG,UNIT,Residential Growth Zone,small_area,FOOTSCRAY,2,Small
"7 STUART STREET, NOBLE PARK",GREATER DANDENONG,UNIT,Residential Growth Zone,small_area,NOBLE PARK,2,Small
"275 NICHOLSON STREET, SEDDON",MARIBYRNONG,UNIT,General Residential Zone,medium_area,SEDDON,2,Small
"275 GLADSTONE ROAD, DANDENONG NORTH",GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,small_area,DANDENONG NORTH,2,Small
"275 DOMAIN ROAD, SOUTH YARRA",STONNINGTON,UNIT,General Residential Zone,small_area,SOUTH YARRA,2,Small
"11 BARNINGHAM STREET, BRUNSWICK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK,2,Small
"11 BARDIA AVENUE, ASHBURTON",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,ASHBURTON,2,Small
"7 STEPHENSON STREET, SPRINGVALE",GREATER DANDENONG,UNIT,Residential Growth Zone,small_area,SPRINGVALE,2,Small
"274 MANNINGHAM ROAD, TEMPLESTOWE LOWER",MANNINGHAM,UNIT,Residential Growth Zone,small_area,TEMPLESTOWE LOWER,2,Small
"443 CAMBERWELL ROAD, CAMBERWELL",BOROONDARA,HOUSE,General Residential Zone,small_area,CAMBERWELL,2,Small
"1 VICKI COURT, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,2,Small
"444 BUCKLEY STREET, ESSENDON WEST",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON WEST,2,Small
"2 WYALL STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK WEST,2,Small
"1 VASEY GROVE, DONVALE",MANNINGHAM,UNIT,Neighbourhood Residential Zone,small_area,DONVALE,2,Small
"272 WALSH STREET, SOUTH YARRA",MELBOURNE,UNIT,General Residential Zone,small_area,SOUTH YARRA,2,Small
"272 MILLEARA ROAD, AVONDALE HEIGHTS",MOONEE VALLEY,UNIT,General Residential Zone,small_area,AVONDALE HEIGHTS,2,Small
"12 PROUT LANE, WEST MELBOURNE",MELBOURNE,UNIT,General Residential Zone,small_area,WEST MELBOURNE,2,Small
"444 BELL STREET, PASCOE VALE SOUTH",MERRI-BEK,UNIT,Residential Growth Zone,small_area,PASCOE VALE SOUTH,2,Small
"12 RANDWICK COURT, NOBLE PARK NORTH",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,NOBLE PARK NORTH,2,Small
"7 TALFORD STREET, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,2,Small
"48 WHITWORTH AVENUE, SPRINGVALE",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE,2,Small
"12 PINE WAY, DONCASTER EAST",MANNINGHAM,HOUSE,General Residential Zone,small_area,DONCASTER EAST,2,Small
"55 WESTBROOK STREET, KEW EAST",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,KEW EAST,2,Small
"7 SHORTS ROAD, COBURG NORTH",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG NORTH,2,Small
"7 ROWELL AVENUE, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,medium_area,CAMBERWELL,2,Small
"7 RUSKIN ROAD, GLEN IRIS",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,GLEN IRIS,2,Small
"28 ABINGER STREET, RICHMOND",YARRA,UNIT,General Residential Zone,small_area,RICHMOND,2,Small
"28 ABERDEEN ROAD, PRAHRAN",STONNINGTON,HOUSE,General Residential Zone,small_area,PRAHRAN,2,Small
"8 YARRALEEN PLACE, BULLEEN",MANNINGHAM,UNIT,General Residential Zone,small_area,BULLEEN,2,Small
"440 WHITEHORSE ROAD, SURREY HILLS",BOROONDARA,UNIT,General Residential Zone,small_area,SURREY HILLS,2,Small
"8 YARDLEY STREET, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,small_area,MAIDSTONE,2,Small
"2 WAXMAN PARADE, BRUNSWICK WEST",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,medium_area,BRUNSWICK WEST,2,Small
